Image ID,LST_Day_1km
2_2018_03_03,42.79
2_2018_03_04,38.41
2_2018_03_05,
2_2018_03_06,35.03
2_2018_03_07,43.09
2_2018_03_08,40.67
2_2018_03_09,40.25
2_2018_03_10,42.43
2_2018_03_11,
2_2018_03_12,41.91
2_2018_03_13,39.65
2_2018_03_14,45.11
2_2018_03_15,
2_2018_03_16,
2_2018_03_17,
2_2018_03_18,39.11
2_2018_03_19,45.65
2_2018_03_20,36.77
2_2018_03_21,44.07
2_2018_03_22,43.45
2_2018_03_23,40.03
2_2018_03_24,42.99
2_2018_03_25,
2_2018_03_26,46.89
2_2018_03_27,
2_2018_03_28,47.11
2_2018_03_29,40.85
2_2018_03_30,48.89
2_2018_03_31,36.03
2_2018_04_01,
2_2018_04_02,39.79
2_2018_04_03,37.19
2_2018_04_04,45.69
2_2018_04_05,
2_2018_04_06,40.83
2_2018_04_07,
2_2018_04_08,35.97
2_2018_04_09,39.31
2_2018_04_10,
2_2018_04_11,37.77
2_2018_04_12,
2_2018_04_13,40.11
2_2018_04_14,35.07
2_2018_04_15,43.37
2_2018_04_16,38.09
2_2018_04_17,37.09
2_2018_04_18,39.43
2_2018_04_19,35.85
2_2018_04_20,45.51
2_2018_04_21,
2_2018_04_22,44.71
2_2018_04_23,36.75
2_2018_04_24,43.45
2_2018_04_25,45.01
2_2018_04_26,39.85
2_2018_04_27,44.21
2_2018_04_28,
2_2018_04_29,38.63
2_2018_04_30,
